  170   2     0.00521        6756.24458   3     138
  171   1     0.03919         600.00000   2     170
  172  40     0.00358        5069.84848   5     167 SAVE "GAGE 01189995"
  173   1     0.03949         362.13203   1     205
  174   1     0.02089        4883.45238   2     205
  175   1     0.03537        4210.66017   2     188
  176  13     0.00001        1536.39610   5     188
  177   1     0.01451        6342.64069   2     184
  178  42     0.00058        5581.98052   5     195
  179   1     0.01101        3134.92424   2     183
  180   1     0.00641        2710.66017   2     183
  181   1     0.03318        1536.39610   2     189
  182   1     0.02205        3445.58441   2     189
  183   2     0.01337        4547.05627   3     184
  184   3     0.01228         636.39610   4     190
  185   1     0.04126        2560.66017   2     187
  186   1     0.02367        4060.66017   2     187
  187   2     0.13256         212.13203   3     204
  188  14     0.01667        1686.39610   5     204
  189   2     0.02046         574.26407   3     194
  190   4     0.02024        2772.79221   4     194
  191   7     0.00843        5622.79221   5     159
  192   1     0.02097        1986.39610   2     221
  193   1     0.01462        5157.71645   2     221
  194   5     0.00968         786.39610   5     199
  195  43     0.00001        1836.39610   5       0 SAVE "OUTLET"
  196  38     0.00001        5234.92424   5     161
  198   1     0.01743        1872.79221   2     190
  199   6     0.00528        2260.66017   5     191
  200   1     0.00472        7319.84848   2     195
  201   1     0.00001         150.00000   1     203
  202   3     0.01138        1722.79221   3     210
  203   2     0.00857        1448.52814   2     202
  204  15     0.00262        1500.00000   5     235
  205   2     0.01206        4645.58441   3     235
  206   1     0.00710        3409.18831   2     208
  207   5     0.00001         512.13203   4     196
  208   4     0.01580         900.00000   4     207
  209  19     0.00220        7868.37662   5     224
  210   4     0.02192        2172.79221   4     224
  211   3     0.00059        1050.00000   3     208
  212   1     0.00621        1872.79221   2     211
  213   1     0.00686        6569.84848   2     170
  214   1     0.00318         848.52814   2     203
  215   1     0.00762         300.00000   1     222
  216   1     0.06063         362.13203   1     222
  217   1     0.02586        2260.66017   2     210
  218  37     0.00001        2012.13203   5     196
  219   3     0.01383        2922.79221   3     199
  220   1     0.02957        1686.39610   2     232
  221   2     0.01781        3833.45238   3     232
  222   2     0.01328        2922.79221   2     219
  223   1     0.03161        2772.79221   2     202
  224  20     0.00001        2721.32034   5     227
  225   2     0.00377        3171.32034   3     211
  226   1     0.01174        2172.79221   2     225
  227  21     0.00001         812.13203   5     236
  228   1     0.00001        1174.26407   2     218
  229   1     0.00039        1112.13203   2     236
  230   1     0.01453         512.13203   2     225
  231   1     0.03952        1898.52814   2     227
  232   3     0.00040         936.39610   4     247
  233   1     0.02419        1148.52814   2     247
  234   3     0.00131        4997.05627   4     191
  235  16     0.00001        3610.66017   5     241
  236  22     0.00001        1272.79221   5     241
  237   1     0.00001         212.13203   1     234
  238   1     0.00038        4748.52814   2     207
  239   1     0.00967        2374.26407   2     219
  240   1     0.02703        5684.92424   2     243
  241  23     0.00001         786.39610   5     243
  242   1     0.00001         600.00000   1     248
  243  24     0.00001        1060.66017   5     248
  244  36     0.00001        3998.52814   5     218
  245   2     0.00001        2586.39610   3     234
  246   1     0.08373         936.39610   1     245
  247   4     0.00889        3584.92424   4     256
  248  25     0.01213        3222.79221   5     256
  249   1     0.02167        2234.92424   2     258
  250   1     0.00407        3683.45238   2     254
  251   1     0.00099         574.26407   2     254
  252   1     0.00993        4169.84848   2     255
  253   1     0.02538         724.26407   2     261
  254   2     0.00645        4433.45238   3     244
  255   3     0.01647        1360.66017   4     258
  256  26     0.00150        2571.32034   5     267
  257   1     0.02036        3222.79221   2     267
  258   4     0.00078        1660.66017   4     259
  259   5     0.00489        1510.66017   4     261
  260   1     0.00054        2798.52814   2     245
  261   6     0.00058        2322.79221   5     266
  262   1     0.00219         150.00000   1     266
  263   2     0.01988        1236.39610   3     255
  264   1     0.01607        3021.32034   2     263
  265   1     0.00001         212.13203   2     269
  266   7     0.00506        2524.26407   5     269
  267  27     0.00142        2509.18831   5     276
  268   1     0.01656        1748.52814   2     263
  269   8     0.00001        1536.39610   5     271
  270  10     0.14703         424.26407   5     276
  271   9     0.00001        1200.00000   5     270
  272   1     0.00001         424.26407   1     270
  273   1     0.01454        2524.26407   2     259
  274  35     0.00006        6331.98052   5     244
  275   1     0.01727        4857.71645   2     271
  276  28     0.00031        2322.79221   5     280
  277   3     0.00879         362.13203   4     280
  278   1     0.00654        4883.45238   2     274
  279   1     0.03982         812.13203   1     285
  280  29     0.00641        1598.52814   5     285
  281   2     0.03113        1360.66017   3     277
  282   1     0.05011         936.39610   2     281
  283   1     0.03710        1686.39610   2     277
  284   1     0.02166        5794.11255   2     281 SAVE "GAGE 01188000"
  285  30     0.00389        3021.32034   5     287
  286   1     0.00825       11365.43289   3     291
  287  31     0.00430         600.00000   5     291 SAVE "GAGE 01188090"
  288  34     0.00002        5271.32034   5     274
  289   1     0.00376        3983.45238   2     288
  290  33     0.00001        1174.26407   5     288
  291  32     0.00186        5581.98052   5     290
  292   1     0.00569        2984.92424   2     287
  293  10     0.00001        1148.52814   5     290
  295   1     0.00001         574.26407   2     293
  296   1     0.01461        1112.13203   2     304
  297   1     0.01638        6844.11255   2     304
  298   1     0.00604         724.26407   1     303
  299   1     0.01207        2834.92424   2     303
  300   1     0.01303         362.13203   2     315
  301   1     0.05065         574.26407   1     315
  302   9     0.00094        3036.39610   5     293
  303   2     0.00110        2260.66017   3     302
  304   2     0.00908        3197.05627   3     309
  305   1     0.01953        7030.50865   2     306
  306   2     0.00230         512.13203   3     309
  307   1     0.02205        3460.66017   2     306
  308   1     0.00250         724.26407   1     311
  309   3     0.00162        2684.92424   4     311
  310   1     0.02149         300.00000   1     312
  311   4     0.00410        1660.66017   4     313
  312   7     0.00001         450.00000   5     313
  313   8     0.00234        6456.24458   5     302
  314   1     0.00764        3409.18831   2     316
  315   2     0.00929        5307.71645   3     316
  316   3     0.00062         750.00000   4     321
  317   1     0.01009        1298.52814   2     319
  318   6     0.00683        2948.52814   5     312
  319   5     0.00801         574.26407   4     318
  320   1     0.00890        3259.18831   2     321
  321   4     0.01460        6156.24458   4     319
  322   1     0.03365        1236.39610   2     318
